Store Number,Store Location,Address,Address Line 2,Address Line 3,City,State,Zip Code,Phone Number,Store Hours,Wireless,Services,Latitude,Longitude
10077-98295,Mall of America II,276 West Market Street,Mall of America - 2nd location,,Bloomington,MN,55425-5522,(952) 853-1274,Mon: 07:00:00-21:30:00 Tue: 07:00:00-21:30:00 Wed: 07:00:00-21:30:00 Thu: 07:00:00-21:30:00 Fri: 07:00:00-22:00:00 Sat: 07:00:00-22:00:00 Sun: 08:30:00-20:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,44.853777,-93.241174
10078-99108,Battlefield Mall,2825 S. Glenstone,Battlefield Mall,V01A,Springfield,MO,65804-3732,(417) 823-9264,Mon: 08:00:00-21:00:00 Tue: 08:00:00-21:00:00 Wed: 08:00:00-21:00:00 Thu: 08:00:00-21:00:00 Fri: 08:00:00-21:00:00 Sat: 08:00:00-21:00:00 Sun: 10:00:00-18:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,37.162797,-93.265164
10080-99111,South Mall,3300 Lehigh Street,South Mall,,Allentown,PA,18103-7041,(610) 791-4716,Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-22:00:00 Sat: 06:00:00-22:00:00 Sun: 07:00:00-22:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,40.555832,-75.48964
10081-99369,Stone Mill Plaza,1398 Columbia Ave,Stone Mill Plaza,#23,Lancaster,PA,17603-4743,(717) 293-7168,Mon: 06:00:00-21:00:00 Tue: 06:00:00-21:00:00 Wed: 06:00:00-21:00:00 Thu: 06:00:00-21:00:00 Fri: 06:00:00-21:00:00 Sat: 06:00:00-21:00:00 Sun: 07:00:00-20:30:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,40.036985,-76.34063
10082-99076,The Shoppes at Montage,1011 Shoppes Blvd,The Shoppes at Montage,,Moosic,PA,18507-2140,(570) 969-7871,Mon: 06:30:00-22:00:00 Tue: 06:30:00-22:00:00 Wed: 06:30:00-22:00:00 Thu: 06:30:00-22:00:00 Fri: 06:30:00-23:00:00 Sat: 07:30:00-23:00:00 Sun: 07:30:00-21:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,41.3645,-75.6805
10083-99628,Wilkes-Barre Marketplace,2030 Wilkes Barre Township Marketplace,Wiles-Barre Marketplace,,Wilkes-Barre,PA,18702,(570) 824-3735,Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-23:00:00 Sat: 06:00:00-23:00:00 Sun: 06:00:00-22:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,41.219493,-75.884997
10084-99523,Houston Levee & Winchester,3603 S Houston Levee Rd,,,Collierville,TN,38017-9014,(901) 850-1604,Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-22:00:00 Sat: 06:00:00-23:00:00 Sun: 06:30:00-22:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,35.051946,-89.732491
10085-98600,183 & Main Street,211 N Main St,,,Euless,TX,76039-3634,(817) 358-0626,Mon: 05:00:00-22:00:00 Tue: 05:00:00-22:00:00 Wed: 05:00:00-22:00:00 Thu: 05:00:00-22:00:00 Fri: 05:00:00-22:00:00 Sat: 05:00:00-22:00:00 Sun: 05:00:00-22:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi | Drive-Through |,32.839422,-97.083022
10087-98926,FM 518 & Hwy 3,100 E Main,,,League City,TX,77573-3747,(281) 554-7416,Mon: 04:30:00-21:00:00 Tue: 04:30:00-21:00:00 Wed: 04:30:00-21:00:00 Thu: 04:30:00-21:00:00 Fri: 04:30:00-21:00:00 Sat: 05:00:00-21:00:00 Sun: 05:00:00-21:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,29.507979,-95.095046
10088-99039,Virginia & Stonebridge,6841 Virginia Parkway,9725479441,,McKinney,TX,75071-5710,(972) 547-9441,Mon: 05:00:00-22:00:00 Tue: 05:00:00-22:00:00 Wed: 05:00:00-22:00:00 Thu: 05:00:00-22:00:00 Fri: 05:00:00-22:00:00 Sat: 05:00:00-22:00:00 Sun: 05:00:00-22:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,33.198439,-96.706861
10090-98950,Alexandria Commons,3113 Duke Street,Alexandria Commons,,Alexandria,VA,22314-4518,(703) 212-4890,Mon: 05:00:00-20:00:00 Tue: 05:00:00-20:00:00 Wed: 05:00:00-20:00:00 Thu: 05:00:00-20:00:00 Fri: 05:00:00-20:00:00 Sat: 05:30:00-20:00:00 Sun: 05:30:00-19:30:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,38.808561,-77.083505
10091-99034,Mt. Vernon Plaza,7696 J Richmond Highway,Mt. Vernon Plaza,,Alexandria,VA,22306-2843,(703) 717-0910,Mon: 05:00:00-21:30:00 Tue: 05:00:00-21:30:00 Wed: 05:00:00-21:30:00 Thu: 05:00:00-21:30:00 Fri: 05:00:00-22:00:00 Sat: 06:00:00-22:00:00 Sun: 06:00:00-21:30:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,38.749478,-77.084809
10092-93124,Northampton Blvd.,5824 Northampton Blvd.,,Suite 101,Virginia Beach,VA,23455-3634,(757) 460-1862,Mon: 04:30:00-22:00:00 Tue: 04:30:00-22:00:00 Wed: 04:30:00-22:00:00 Thu: 04:30:00-22:00:00 Fri: 04:30:00-22:00:00 Sat: 05:30:00-22:00:00 Sun: 05:30:00-21:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,36.881684,-76.187158
10093-99534,Grafton,4433-A George Washington Memorial Hwy,,,Yorktown,VA,23692-2883,(757) 833-6842,Mon: 05:00:00-21:00:00 Tue: 05:00:00-21:00:00 Wed: 05:00:00-21:00:00 Thu: 05:00:00-21:00:00 Fri: 05:00:00-21:30:00 Sat: 05:00:00-21:30:00 Sun: 06:00:00-21:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,37.147108,-76.45929
10094-99046,"99th Ave. & Bell, Sun City",10001 W. Bell Road,,#101,Sun City,AZ,85351-1283,(623) 583-1459,Mon: 04:30:00-19:00:00 Tue: 04:30:00-19:00:00 Wed: 04:30:00-19:00:00 Thu: 04:30:00-19:00:00 Fri: 04:30:00-19:00:00 Sat: 04:30:00-19:00:00 Sun: 05:30:00-18:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | Google Wi-Fi |,33.637847,-112.276692
10095-97333,"Broadway & Campbell, Tucson",1821 E. Broadway Blvd.,,,Tucson,AZ,85719-5932,(520) 622-8116,Mon: 04:30:00-23:00:00 Tue: 04:30:00-23:00:00 Wed: 04:30:00-23:00:00 Thu: 04:30:00-23:00:00 Fri: 04:30:00-23:00:00 Sat: 05:00:00-23:00:00 Sun: 05:00:00-23:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | Google Wi-Fi | Drive-Through |,32.221651,-110.944384
10097-99102,"Oswell & Auburn, Bakersfield",2701 Oswell Street,,,Bakersfield,CA,93306-2701,(661) 871-6041,Mon: 04:30:00-22:00:00 Tue: 04:30:00-22:00:00 Wed: 04:30:00-22:00:00 Thu: 04:30:00-22:00:00 Fri: 04:30:00-22:00:00 Sat: 05:00:00-22:00:00 Sun: 05:00:00-22:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,35.398067,-118.949374
10098-98998,"Panama & Stine, Bakersfield",4741 Panama Lane,The Palms Dining & Shopping Center,,Bakersfield,CA,93313-3490,(661) 831-2483,Mon: 04:30:00-22:00:00 Tue: 04:30:00-22:00:00 Wed: 04:30:00-22:00:00 Thu: 04:30:00-22:00:00 Fri: 04:30:00-23:00:00 Sat: 04:30:00-23:00:00 Sun: 04:30:00-22:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,35.295626,-119.054989
10099-15915,"Lincoln & Valley View, Buena P",5897 Lincoln Ave.,Buena Park Promenade,,Buena Park,CA,90620-3461,(714) 484-0634,Mon: 04:30:00-22:30:00 Tue: 04:30:00-22:30:00 Wed: 04:30:00-22:30:00 Thu: 04:30:00-22:30:00 Fri: 04:30:00-23:00:00 Sat: 05:00:00-23:00:00 Sun: 05:15:00-22:30:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,33.832725,-118.03037
10101-99066,"Mountain & Riverside, Chino",12867 Mountain Avenue,,,Chino,CA,91710-4556,(909) 464-2235,Mon: 05:00:00-22:00:00 Tue: 05:00:00-22:00:00 Wed: 05:00:00-22:00:00 Thu: 05:00:00-22:00:00 Fri: 05:00:00-22:00:00 Sat: 05:00:00-22:00:00 Sun: 06:00:00-22:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,34.019986,-117.667219
10103-99668,Laguna & Bruceville - Elk Grove,7701 Laguna Blvd.,,440,Elk Grove,CA,95758-5063,(916) 691-0930,Mon: 05:30:00-21:00:00 Tue: 05:30:00-21:00:00 Wed: 05:30:00-21:00:00 Thu: 05:30:00-21:00:00 Fri: 05:30:00-22:00:00 Sat: 06:00:00-22:00:00 Sun: 06:00:00-21:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,38.423897,-121.413756
10105-99828,Foothill & City Center - Hayward,22288 Foothill Blvd.,,,Hayward,CA,94541-2731,(510) 888-0447,Mon: 05:00:00-20:00:00 Tue: 05:00:00-20:00:00 Wed: 05:00:00-20:00:00 Thu: 05:00:00-20:00:00 Fri: 05:00:00-20:30:00 Sat: 05:30:00-20:30:00 Sun: 06:00:00-20:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange |,37.679156,-122.084253
10106-99404,"Lemoore & Cinnamon, Lemoore",855 N. Lemoore Avenue,Cinnamon Square,Suite 70,Lemoore,CA,93245-4474,(559) 924-8905,Mon: 05:00:00-22:00:00 Tue: 05:00:00-22:00:00 Wed: 05:00:00-22:00:00 Thu: 05:00:00-22:00:00 Fri: 05:00:00-22:30:00 Sat: 05:00:00-22:30:00 Sun: 05:30:00-22:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,36.307252,-119.781145
10108-99624,Kansas Avenue & Hwy 99 - Modesto,820 Kansas Avenue,,,Modesto,CA,95351-1519,(209) 577-1540,Mon: 05:00:00-22:00:00 Tue: 05:00:00-22:00:00 Wed: 05:00:00-22:00:00 Thu: 05:00:00-22:00:00 Fri: 05:00:00-22:00:00 Sat: 05:00:00-22:00:00 Sun: 06:00:00-21:30:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,37.645549,-121.01849
10109-99407,"Campus Park & Collins, Moorpark",6595 Collins,Campus Plaza,unit A,Moorpark,CA,93021-1496,(805) 553-9270,Mon: 05:00:00-21:00:00 Tue: 05:00:00-21:00:00 Wed: 05:00:00-21:00:00 Thu: 05:00:00-21:00:00 Fri: 05:00:00-21:00:00 Sat: 06:00:00-21:00:00 Sun: 06:00:00-21:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,34.29579,-118.843819
10111-99529,"Ave S & 47th Street East, Palmdale",4631 East Avenue S,Park Plaza,,Palmdale,CA,93552-4417,(661) 533-1241,Mon: 04:30:00-22:30:00 Tue: 04:30:00-22:30:00 Wed: 04:30:00-22:30:00 Thu: 04:30:00-22:30:00 Fri: 04:30:00-22:30:00 Sat: 05:30:00-22:30:00 Sun: 05:30:00-22:30:00,Wireless Hotspot,Drive-Through | Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,34.558628,-118.046611
10112-97117,"Rio Rancho & The 71, Pomona",68 Rio Ranch Road,,101,Pomona,CA,91766-4771,(909) 623-9285,Mon: 05:00:00-22:30:00 Tue: 05:00:00-22:30:00 Wed: 05:00:00-22:30:00 Thu: 05:00:00-22:30:00 Fri: 05:00:00-23:00:00 Sat: 05:30:00-23:00:00 Sun: 06:00:00-22:30:00,Wireless Hotspot,Drive-Through | Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,34.028421,-117.760779
10113-72975,Eastridge Mall - San Jose,1 Eastridge Mall,Eastridge Mall,,San Jose,CA,95122-1426,(408) 532-8315,Mon: 08:00:00-21:30:00 Tue: 08:00:00-21:30:00 Wed: 08:00:00-21:30:00 Thu: 08:00:00-21:30:00 Fri: 08:00:00-22:00:00 Sat: 08:00:00-22:00:00 Sun: 09:00:00-20:00:00,,Oven-warmed Food | Mobile Payment | Digital Rewards | La Boulange |,37.325195,-121.813844
10114-93216,Parker & Peoria-Aurora,3128 S. Parker Road,,,Aurora,CO,80014-3110,(303) 306-2328,Mon: 04:30:00-22:00:00 Tue: 04:30:00-22:00:00 Wed: 04:30:00-22:00:00 Thu: 04:30:00-22:00:00 Fri: 04:30:00-22:00:00 Sat: 05:00:00-22:00:00 Sun: 05:00:00-22:00:00,Wireless Hotspot,Drive-Through | Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange |,39.659983,-104.850223
10116-99586,Bolingbrook-Boughton & Janes,699 East Boughton Rd.,,,Bolingbrook,IL,60440-2256,(630) 783-8096,Mon: 05:00:00-22:00:00 Tue: 05:00:00-22:00:00 Wed: 05:00:00-22:00:00 Thu: 05:00:00-22:00:00 Fri: 05:00:00-22:00:00 Sat: 05:00:00-22:00:00 Sun: 05:00:00-22:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,41.72198,-88.039687
10117-99637,Lombard-North & Grace,332 E. North Ave.,The Overlook on North Avenue,,Lombard,IL,60148-1303,(630) 424-1691,Mon: 05:30:00-21:00:00 Tue: 05:30:00-21:00:00 Wed: 05:30:00-21:00:00 Thu: 05:30:00-21:00:00 Fri: 05:30:00-21:00:00 Sat: 06:00:00-20:30:00 Sun: 06:00:00-20:30:00,,Drive-Through | Oven-warmed Food | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,41.905535,-88.010173
10119-99305,"Lomas & Broadway, Albuquerque",800 Broadway NE,,,Albuquerque,NM,87102-2322,(505) 242-2092,Mon: 05:00:00-22:00:00 Tue: 05:00:00-22:00:00 Wed: 05:00:00-22:00:00 Thu: 05:00:00-22:00:00 Fri: 05:00:00-22:00:00 Sat: 05:00:00-20:00:00 Sun: 05:00:00-20:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,35.090499,-106.642976
10121-99411,"Bicentennial & Sun City Anthem,Hend",2810 Bicentennial Parkway,Anthem Highlands Shopping Center,#100,Henderson,NV,89044-4475,(702) 260-0419,Mon: 05:00:00-21:00:00 Tue: 05:00:00-21:00:00 Wed: 05:00:00-21:00:00 Thu: 05:00:00-21:00:00 Fri: 05:00:00-21:00:00 Sat: 05:00:00-21:00:00 Sun: 05:30:00-21:00:00,Wireless Hotspot,Drive-Through | Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards |,35.941614,-115.116621
10122-96587,Hwy 59 & Wilcrest,11623 SW Freeway,,,Houston,TX,77031,(281) 879-1751,Mon: 04:30:00-22:00:00 Tue: 04:30:00-22:00:00 Wed: 04:30:00-22:00:00 Thu: 04:30:00-22:00:00 Fri: 04:30:00-22:00:00 Sat: 05:00:00-22:00:00 Sun: 05:00:00-22:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,29.651855,-95.566787
10123-98419,Hudson-I-94 & Carmichael,1001 Pearson Dr.,,,Hudson,WI,54016-8727,(715) 386-3256,Mon: 05:00:00-22:00:00 Tue: 05:00:00-22:00:00 Wed: 05:00:00-22:00:00 Thu: 05:00:00-22:00:00 Fri: 05:00:00-22:00:00 Sat: 05:30:00-22:00:00 Sun: 05:30:00-20:30:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi | Drive-Through |,44.959621,-92.720443
10124-99210,"28th & B Street, San Diego",1206 28th Street,,,San Diego,CA,92102-2206,(619) 231-7637,Mon: 05:00:00-22:30:00 Tue: 05:00:00-22:30:00 Wed: 05:00:00-22:30:00 Thu: 05:00:00-22:30:00 Fri: 05:00:00-22:30:00 Sat: 05:00:00-22:30:00 Sun: 06:00:00-21:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards |,32.71813,-117.134032
10126-97747,Coronado Rd- Eagle River,16707 Coronado Road,,100,Eagle River,AK,99577-7823,(907) 696-6055,Mon: 05:00:00-21:00:00 Tue: 05:00:00-21:00:00 Wed: 05:00:00-21:00:00 Thu: 05:00:00-21:00:00 Fri: 05:00:00-21:00:00 Sat: 06:00:00-21:00:00 Sun: 06:00:00-21:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,61.325212,-149.571094
10127-99686,Memorial & Mastin Lake,3421 Memorial Drive NW,,,Huntsville,AL,35801-5317,(256) 851-1463,Mon: 05:30:00-21:00:00 Tue: 05:30:00-21:00:00 Wed: 05:30:00-21:00:00 Thu: 05:30:00-21:00:00 Fri: 05:30:00-22:00:00 Sat: 06:30:00-22:00:00 Sun: 06:30:00-21:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,34.770692,-86.586081
10128-98948,"5557 N. 7th Street, Phoenix",5557 N. 7th Street,,,Phoenix,AZ,85014-2502,(602) 279-1544,Mon: 05:00:00-21:00:00 Tue: 05:00:00-21:00:00 Wed: 05:00:00-21:00:00 Thu: 05:00:00-21:00:00 Fri: 05:00:00-21:00:00 Sat: 05:00:00-21:00:00 Sun: 05:00:00-21:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | Google Wi-Fi | Drive-Through |,33.51824,-112.064633
10129-99307,Weir Canyon & Monte Vista,8295 E. Monte Vista Road,,C,Anaheim Hills,CA,92808-1281,(714) 282-0231,Mon: 04:30:00-22:00:00 Tue: 04:30:00-22:00:00 Wed: 04:30:00-22:00:00 Thu: 04:30:00-22:00:00 Fri: 04:30:00-22:00:00 Sat: 04:30:00-22:00:00 Sun: 04:30:00-22:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,33.864157,-117.740612
10130-99744,"El Camino & Santa Cruz, Atascadero",925 El Camino Real,,B,Atascadero,CA,93422-1424,(805) 460-9354,Mon: 05:00:00-21:00:00 Tue: 05:00:00-21:00:00 Wed: 05:00:00-21:00:00 Thu: 05:00:00-21:00:00 Fri: 05:00:00-21:00:00 Sat: 05:00:00-21:00:00 Sun: 05:00:00-21:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi | Drive-Through |,35.526204,-120.702712
10131-99101,"Valley View & Ball, Cypress",10031 Valley View Street,Cypress East Shopping Center,1K,Cypress,CA,90630-4601,(714) 527-2024,Mon: 05:00:00-22:00:00 Tue: 05:00:00-22:00:00 Wed: 05:00:00-22:00:00 Thu: 05:00:00-22:00:00 Fri: 05:00:00-22:00:00 Sat: 05:30:00-22:00:00 Sun: 05:30:00-21:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,33.816449,-118.029272
10132-99746,"Sierra & Jurupa, Fontana",11255 SIerra Avenue,,1,Fontana,CA,92337-7579,(909) 350-0667,Mon: 04:30:00-23:00:00 Tue: 04:30:00-23:00:00 Wed: 04:30:00-23:00:00 Thu: 04:30:00-23:00:00 Fri: 04:30:00-23:30:00 Sat: 05:00:00-23:30:00 Sun: 05:00:00-23:30:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,34.049053,-117.43525
10134-99734,"Merced & 10th, Fowler",216 W. Merced Street,,,Fowler,CA,93625-2500,(559) 834-3206,Mon: 04:30:00-23:00:00 Tue: 04:30:00-23:00:00 Wed: 04:30:00-23:00:00 Thu: 04:30:00-23:00:00 Fri: 04:30:00-23:00:00 Sat: 04:30:00-23:00:00 Sun: 05:30:00-22:30:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi | Drive-Through |,36.6281,-119.68256
10135-99629,"Ashlan & Blythe, Fresno",4441 W. Ashlan Ave.,,,Fresno,CA,93722-7021,(559) 276-8642,Mon: 05:00:00-22:00:00 Tue: 05:00:00-22:00:00 Wed: 05:00:00-22:00:00 Thu: 05:00:00-22:00:00 Fri: 05:00:00-23:00:00 Sat: 05:00:00-23:00:00 Sun: 06:00:00-22:00:00,,Drive-Through | Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange |,36.793465,-119.8727
10136-96989,"Magnolia & Trask, Garden Grove",13471 Magnolia St.,,,Garden Grove,CA,92844-2228,(714) 534-3081,Mon: 04:30:00-22:00:00 Tue: 04:30:00-22:00:00 Wed: 04:30:00-22:00:00 Thu: 04:30:00-22:00:00 Fri: 04:30:00-23:00:00 Sat: 04:30:00-23:00:00 Sun: 05:30:00-22:00:00,Wireless Hotspot,Drive-Through | Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,33.76714,-117.97272
10138-99888,"7th & Park, Long Beach",4740 E. 7th Street,,,Long Beach,CA,90804-4329,(562) 433-8714,Mon: 05:00:00-21:00:00 Tue: 05:00:00-21:00:00 Wed: 05:00:00-21:00:00 Thu: 05:00:00-21:00:00 Fri: 05:00:00-21:00:00 Sat: 05:00:00-21:00:00 Sun: 06:00:00-21:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,33.775185,-118.137605
10139-96926,Howard & Schnoor - Madera,1933 Howard Road,Howard Rd & Schnoor St,,Madera,CA,93637-5134,(559) 661-4285,Mon: 05:00:00-22:00:00 Tue: 05:00:00-22:00:00 Wed: 05:00:00-22:00:00 Thu: 05:00:00-22:00:00 Fri: 05:00:00-22:00:00 Sat: 05:00:00-22:00:00 Sun: 05:30:00-21:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,36.953162,-120.082904
10140-99707,"Rosecrans & Shoemaker, Norwalk",13001 Rosecrans Avenue,,,Norwalk,CA,90650-4593,(562) 802-3103,Mon: 05:00:00-21:00:00 Tue: 05:00:00-21:00:00 Wed: 05:00:00-21:00:00 Thu: 05:00:00-21:00:00 Fri: 05:00:00-21:00:00 Sat: 05:30:00-21:00:00 Sun: 06:00:00-21:00:00,,Drive-Through | Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,33.902658,-118.054996
10142-99627,5th & I - Sacramento,431 I Street,,,Sacramento,CA,95814-2320,(916) 441-2404,Mon: 04:30:00-20:00:00 Tue: 04:30:00-20:00:00 Wed: 04:30:00-20:00:00 Thu: 04:30:00-20:00:00 Fri: 04:30:00-20:00:00 Sat: 05:00:00-20:00:00 Sun: 05:00:00-20:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange |,38.583773,-121.499494
10143-74983,Watt & Fair Oaks - Sacramento,610 Watt Ave,Arden Town Center,,Sacramento,CA,95864-5054,(916) 484-1579,Mon: 04:30:00-20:00:00 Tue: 04:30:00-20:00:00 Wed: 04:30:00-20:00:00 Thu: 04:30:00-20:00:00 Fri: 04:30:00-20:00:00 Sat: 05:00:00-20:00:00 Sun: 05:30:00-20:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,38.575326,-121.382594
10144-98951,"Bouquet Canyon & Haskell Canyon, Sa",27667 Bouquet Canyon Road,,,Saugus,CA,91350-1793,(661) 263-9681,Mon: 05:00:00-21:00:00 Tue: 05:00:00-21:00:00 Wed: 05:00:00-21:00:00 Thu: 05:00:00-21:00:00 Fri: 05:00:00-21:00:00 Sat: 05:00:00-21:00:00 Sun: 06:00:00-21:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,34.443365,-118.510597
10145-98467,"Promenade In Temecula, Temecula",40820 Winchester Road,,2470,Temecula,CA,92591-5525,(951) 296-2096,Mon: 05:30:00-21:30:00 Tue: 05:30:00-21:30:00 Wed: 05:30:00-21:30:00 Thu: 05:30:00-21:30:00 Fri: 05:30:00-22:00:00 Sat: 05:30:00-22:00:00 Sun: 06:00:00-20:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | Google Wi-Fi |,33.525703,-117.153945
10146-99405,"Mooney & Tulare, Visalia",1229 S. Mooney Blvd.,In-Shape Plaza,#A,Visalia,CA,93277-4499,(559) 713-0823,Mon: 05:00:00-22:30:00 Tue: 05:00:00-22:30:00 Wed: 05:00:00-22:30:00 Thu: 05:00:00-22:30:00 Fri: 05:00:00-23:30:00 Sat: 05:30:00-23:30:00 Sun: 05:30:00-22:30:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,36.319224,-119.314204
10147-99688,"Caldwell & Demaree, Visalia",3927 W. Caldwell Avenue,Visalia Pavilion,A,Visalia,CA,93277-6423,(559) 713-0141,Mon: 05:00:00-22:00:00 Tue: 05:00:00-22:00:00 Wed: 05:00:00-22:00:00 Thu: 05:00:00-22:00:00 Fri: 05:00:00-22:00:00 Sat: 05:00:00-22:00:00 Sun: 05:30:00-22:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,36.298453,-119.334084
